College,Dept,Course Prefix,Course Name,Units,Description,College+Dept,Dept+CourseNum
College of Engineering,Computer Science,CSC-101,Fundamentals of Computer Science,4 units,"Basic principles of algorithmic problem solving and programming using methods of top-down design, stepwise refinement and procedural abstraction.  Basic control structures, data types, and input/output.  Introduction to the software development process:  design, implementation, testing and documentation.  The syntax and semantics of a modern programming language.  Credit not available for students who have taken CSC/CPE 108.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 101.",College of EngineeringComputer Science,Computer ScienceCSC-101
College of Engineering,Computer Science,CSC-121,Computing for All I,4 units,"Fundamentals of computational thinking in the study of non-computing disciplines.  Ethical and social considerations of computing.  Data gathering and representation.  Logic and computational reasoning.  Data and procedural abstraction.  Problem decomposition.  Code patterns for algorithmic problem-solving.  3 lectures, 1 activity.  Fulfills GE Area B4 (GE Area B1 for students on the 2019-20 or earlier catalogs); a grade of C- or better is required in one course in this GE Area.",College of EngineeringComputer Science,Computer ScienceCSC-121
College of Engineering,Computer Science,CSC-122,Computing for All II,4 units,"Fundamentals of computational thinking in the study of non-computing disciplines.  Ethical and social considerations of computing.  Reading code and identifying patterns.  Problem Decomposition.  Algorithms and automation.  Software Engineering.  Creative Computing.  3 lectures, 1 laboratory.  Fulfills GE Area B4 (GE Area B1 for students on the 2019-20 or earlier catalogs); a grade of C- or better is required in one course in this GE Area.",College of EngineeringComputer Science,Computer ScienceCSC-122
College of Engineering,Computer Science,CSC-123,Introduction to Computing,4 units,"Use of a supportive software development environment to design, develop, and test applications in a selected topic domain that demonstrates the potential of careers in computing.  An introduction to computing and to the selected topic domain.  The Class Schedule will list topic selected.  No programming experience required.  Not for students with credit in CPE/CSC 103 or CPE/CSC 203.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 123.",College of EngineeringComputer Science,Computer ScienceCSC-123
College of Engineering,Computer Science,CSC-200,Special Problems for Undergraduates,1-2 units,"Individual investigation, research, studies, or surveys of selected problems.  Total credit limited to 4 units, with a maximum of 2 units per quarter.",College of EngineeringComputer Science,Computer ScienceCSC-200
College of Engineering,Computer Science,CSC-202,Data Structures,4 units,"Introduction to data structures and analysis of algorithms.  Abstract datatypes.  Specification and implementation of advanced data structures.  Theoretical and empirical analysis of recursive and iterative algorithms.  Software performance evaluation and testing techniques.  Not open to students with credit in CSC/CPE 108.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 202.",College of EngineeringComputer Science,Computer ScienceCSC-202
College of Engineering,Computer Science,CSC-203,Project-Based Object-Oriented Programming and Design,4 units,"Object-oriented programming and design with applications to project construction.  Introduction to class design, interfaces, inheritance, generics, exceptions, streams, and testing.  3 lectures, 1 laboratory.  Crosslisted as CPE/CSC 203.",College of EngineeringComputer Science,Computer ScienceCSC-203
College of Engineering,Computer Science,CSC-225,Introduction to Computer Organization,4 units,"Introduction to computer systems.  Simple instruction set architecture and the computer hardware needed to implement that architecture.  Machine and assembly language programming.  3 lectures, 1 laboratory.",College of EngineeringComputer Science,Computer ScienceCSC-225
College of Engineering,Computer Science,CSC-231,Programming for Engineering Students,2 units,"Programming techniques and procedures with applications to engineering problems.  Introduction to numerical methods and simulation.  Credit not allowed for CSC, Software Engineering or CPE majors.  2 activities.",College of EngineeringComputer Science,Computer ScienceCSC-231
College of Engineering,Computer Science,CSC-232,Computer Programming for Scientists and Engineers,3 units,"Computer programming, with an emphasis on procedural programming, taught using a language hosted by applications commonly used in science and engineering.  Credit not allowed for CSC, CPE or Software Engineering majors.  2 lectures, 1 activity.",College of EngineeringComputer Science,Computer ScienceCSC-232
College of Engineering,Computer Science,CSC-234,C and Unix,3 units,"The C programming language and the UNIX programming environment.  Operators, standard I/O functions, strings, pointers and arrays, data types and storage classes.  Unix shell programming and basic I/O system calls.  Credit not allowed for CSC, Software Engineering or CPE majors.  3 lectures.",College of EngineeringComputer Science,Computer ScienceCSC-234
College of Engineering,Computer Science,CSC-235,Fundamentals of Computer Science for Scientists and Engineers,4 units,"Introduction to the fundamentals of computer programming with an emphasis on mathematical, scientific and engineering applications:  principles of algorithmic problem solving and procedural programming using a modern programming language, data types, elementary data structures, input/output and control structures.  Not a substitute for CSC/CPE 101 for CSC/CPE/SE majors or minors.  3 lectures, 1 laboratory.",College of EngineeringComputer Science,Computer ScienceCSC-235
College of Engineering,Computer Science,CSC-248,Discrete Structures,4 units,"Structures of computer science:  logic, sets, relations, functions, graphs and trees.  Propositional and predicate logic.  Applications of predicate logic to preconditions, postconditions, and proof techniques.  Complexity of algorithms.  Not open to students with credit in CSC 141 or CSC 348.  4 lectures.  Replaces CSC 348.",College of EngineeringComputer Science,Computer ScienceCSC-248
College of Engineering,Computer Science,CSC-290,Selected Topics,1-4 units,Directed group study of selected topics.  The Class Schedule will list topic selected.  Total credit limited to 8 units.  1 to 4 lectures.,College of EngineeringComputer Science,Computer ScienceCSC-290
College of Engineering,Computer Science,CSC-300,Professional Responsibilities,4 units,"The responsibilities of the computer science professional.  The ethics of science and the IEEE/ACM Software Engineering Code of Ethics.  Quality tradeoffs, software system safety, intellectual property, history of computing and the social implications of computers in the modern world.  Applications to ethical dilemmas in computing.  Technical presentation methods and practice.  3 lectures, 1 laboratory.",College of EngineeringComputer Science,Computer ScienceCSC-300
College of Engineering,Computer Science,CSC-305,Individual Software Design and Development,4 units,"Practical software development skills needed for construction of mid-sized production-quality software modules, using the CSC upper division programming language.  Topics include inheritance, exceptions, and memory and disk-based dynamic data structures.  Students must complete an individual programming project of mid-level complexity.  3 lectures, 1 laboratory.",College of EngineeringComputer Science,Computer ScienceCSC-305
